ENSG00000000005.6	0
ENSG00000000938.13	0
ENSG00000001561.7	23
ENSG00000001626.18	307
ENSG00000002726.21	0
ENSG00000002745.13	0
ENSG00000002933.9	3
ENSG00000003096.15	86
ENSG00000003147.19	15
ENSG00000003400.16	215
ENSG00000004809.14	0
ENSG00000004846.17	4
ENSG00000004848.8	9
ENSG00000004939.16	3
ENSG00000004948.16	8
ENSG00000005001.10	3
ENSG00000005102.14	0
ENSG00000005381.9	0
ENSG00000005471.19	17
ENSG00000005513.10	3
ENSG00000005844.19	70
ENSG00000005961.19	67
ENSG00000005981.13	45
ENSG00000006047.13	35
ENSG00000006059.4	0
ENSG00000006071.16	55
ENSG00000006116.4	0
ENSG00000006128.12	0
ENSG00000006377.11	0
ENSG00000006459.11	212
ENSG00000006555.11	0
ENSG00000006638.13	1
ENSG00000006659.13	0
ENSG00000006747.15	29
ENSG00000006788.14	0
ENSG00000007001.13	1
ENSG00000007038.11	0
ENSG00000007062.12	5
ENSG00000007129.18	0
ENSG00000007237.19	1
ENSG00000007264.15	0
ENSG00000007306.15	0
ENSG00000007312.14	0
ENSG00000007314.12	2
ENSG00000007350.18	0
ENSG00000007933.13	0
ENSG00000007952.18	22
ENSG00000008118.10	0
ENSG00000008196.13	0
ENSG00000008197.5	0
ENSG00000008277.15	28
ENSG00000008311.16	14
ENSG00000009765.15	0
ENSG00000009780.16	140
ENSG00000009950.16	412
ENSG00000010295.20	25
ENSG00000010318.22	60
ENSG00000010319.7	26
ENSG00000010818.11	586
ENSG00000010932.17	0
ENSG00000011201.12	0
ENSG00000011347.10	73
ENSG00000011465.18	1
ENSG00000011590.14	0
ENSG00000012124.17	1
ENSG00000012223.13	0
ENSG00000012504.15	7
ENSG00000012779.12	0
ENSG00000013293.6	0
ENSG00000013297.12	2
ENSG00000013725.14	0
ENSG00000014257.17	13
ENSG00000015285.12	2
ENSG00000015413.10	29
ENSG00000016082.15	0
ENSG00000016402.14	3
ENSG00000016490.16	0
ENSG00000018280.17	8
ENSG00000018607.9	0
ENSG00000018625.15	0
ENSG00000019169.11	0
ENSG00000019549.13	13
ENSG00000019582.17	0
ENSG00000019991.18	47
ENSG00000020219.9	0
ENSG00000021300.14	16
ENSG00000021461.18	0
ENSG00000021488.13	9
ENSG00000021645.20	2
ENSG00000022355.18	0
ENSG00000023892.12	5
ENSG00000025039.15	130
ENSG00000026652.15	143
ENSG00000026751.17	11
ENSG00000027644.5	0
ENSG00000027869.12	18
ENSG00000028137.19	6
ENSG00000029559.7	0
ENSG00000030304.15	0
ENSG00000030419.17	4
ENSG00000031081.11	121
ENSG00000034239.11	0
ENSG00000034971.17	0
ENSG00000035720.8	0
ENSG00000036448.10	9
ENSG00000036530.9	18
ENSG00000036565.15	0
ENSG00000036828.17	0
ENSG00000038295.8	0
ENSG00000038945.15	0
ENSG00000039537.16	0
ENSG00000039600.11	2
ENSG00000039987.7	0
ENSG00000040608.14	35
ENSG00000040731.10	8
ENSG00000041880.15	159
ENSG00000041982.17	34
ENSG00000042062.13	15
ENSG00000042304.14	0
ENSG00000042781.14	0
ENSG00000042813.8	0
ENSG00000042832.12	4
ENSG00000043039.7	0
ENSG00000043462.13	1
ENSG00000043591.6	14
ENSG00000044524.11	0
ENSG00000046774.10	0
ENSG00000046889.19	0
ENSG00000047365.13	108
ENSG00000047617.17	0
ENSG00000048052.25	0
ENSG00000048740.19	1
ENSG00000049089.15	8
ENSG00000049192.15	14
ENSG00000049246.15	126
ENSG00000049247.14	0
ENSG00000049249.10	31
ENSG00000050030.16	4
ENSG00000050555.19	33
ENSG00000050628.21	0
ENSG00000050730.16	5
ENSG00000050767.18	0
ENSG00000052344.16	1
ENSG00000053108.18	42
ENSG00000053918.19	1
ENSG00000054356.14	0
ENSG00000054796.13	0
ENSG00000054803.4	0
ENSG00000055118.17	14
ENSG00000055609.21	1313
ENSG00000055813.6	0
ENSG00000055957.11	0
ENSG00000056291.19	0
ENSG00000056487.16	16
ENSG00000057149.16	0
ENSG00000057468.7	0
ENSG00000057704.13	6
ENSG00000058335.16	2
ENSG00000060140.9	24
ENSG00000060303.5	0
ENSG00000060558.4	0
ENSG00000060566.14	2
ENSG00000060642.12	252
ENSG00000060709.17	0
ENSG00000061337.16	16
ENSG00000061455.11	9
ENSG00000061492.12	0
ENSG00000061656.11	68
ENSG00000061918.14	5
ENSG00000062038.15	1
ENSG00000062096.15	0
ENSG00000062524.16	2
ENSG00000063515.3	0
ENSG00000064195.7	0
ENSG00000064201.16	0
ENSG00000064218.5	0
ENSG00000064270.13	50
ENSG00000064300.9	2
ENSG00000064309.16	291
ENSG00000064692.20	0
ENSG00000064835.12	9
ENSG00000064886.14	1
ENSG00000065320.9	12
ENSG00000065371.18	0
ENSG00000065413.20	110
ENSG00000065609.15	0
ENSG00000065717.16	48
ENSG00000066056.14	0
ENSG00000066294.15	0
ENSG00000066336.12	0
ENSG00000066382.17	0
ENSG00000066405.13	0
ENSG00000066468.24	0
ENSG00000066813.14	0
ENSG00000067445.22	11
ENSG00000067840.13	123
ENSG00000067842.19	16
ENSG00000068831.19	3
ENSG00000068976.14	11
ENSG00000068985.5	0
ENSG00000069018.19	0
ENSG00000069020.19	362
ENSG00000069122.19	0
ENSG00000069188.17	18
ENSG00000069493.15	46
ENSG00000069696.7	0
ENSG00000069764.10	0
ENSG00000069812.11	18
ENSG00000070031.4	0
ENSG00000070190.13	0
ENSG00000070193.5	0
ENSG00000070388.12	13
ENSG00000070729.14	17
ENSG00000070748.19	0
ENSG00000070886.12	0
ENSG00000070915.10	8
ENSG00000070985.14	0
ENSG00000071203.9	0
ENSG00000071575.12	0
ENSG00000071677.1	0
ENSG00000071991.9	2
ENSG00000072041.18	0
ENSG00000072080.11	1
ENSG00000072133.12	443
ENSG00000072163.20	71
ENSG00000072315.4	0
ENSG00000072657.10	0
ENSG00000072694.22	0
ENSG00000073067.14	1
ENSG00000073146.17	0
ENSG00000073734.10	0
ENSG00000073737.17	0
ENSG00000073754.6	0
ENSG00000073861.3	0
ENSG00000073910.23	14
ENSG00000074317.11	1
ENSG00000074370.18	200
ENSG00000074660.17	0
ENSG00000074706.14	5
ENSG00000074771.4	0
ENSG00000074966.11	2
ENSG00000075035.10	0
ENSG00000075043.21	0
ENSG00000075073.16	2
ENSG00000075290.8	0
ENSG00000075388.4	0
ENSG00000075429.9	0
ENSG00000075673.12	0
ENSG00000075884.14	0
ENSG00000075891.24	4
ENSG00000076258.10	34
ENSG00000076641.4	2
ENSG00000076716.9	0
ENSG00000077009.14	0
ENSG00000077063.11	56
ENSG00000077080.10	0
ENSG00000077264.17	0
ENSG00000077274.9	0
ENSG00000077279.21	2
ENSG00000077327.16	0
ENSG00000077498.9	0
ENSG00000077522.15	0
ENSG00000077943.8	1
ENSG00000078018.22	35
ENSG00000078053.17	0
ENSG00000078081.8	10
ENSG00000078098.15	1
ENSG00000078295.17	0
ENSG00000078328.23	0
ENSG00000078549.16	0
ENSG00000078579.9	1
ENSG00000078589.13	0
ENSG00000078596.11	48
ENSG00000078687.18	257
ENSG00000078725.13	1
ENSG00000078898.7	0
ENSG00000079102.17	0
ENSG00000079156.17	21
ENSG00000079215.15	0
ENSG00000079335.20	145
ENSG00000079482.14	479
ENSG00000079557.5	6
ENSG00000079689.15	5
ENSG00000079841.20	0
ENSG00000080166.16	3
ENSG00000080224.18	0
ENSG00000080293.10	0
ENSG00000080511.5	0
ENSG00000080572.14	0
ENSG00000080573.7	6
ENSG00000080709.17	3
ENSG00000080854.16	64
ENSG00000080910.14	2
ENSG00000081051.8	15
ENSG00000081138.14	0
ENSG00000081148.12	3
ENSG00000081189.17	2
ENSG00000081237.21	0
ENSG00000081248.12	1
ENSG00000081277.13	0
ENSG00000081479.15	2
ENSG00000081665.14	34
ENSG00000081800.9	0
ENSG00000081803.17	3
ENSG00000082175.16	0
ENSG00000082397.18	0
ENSG00000082438.18	414
ENSG00000082482.14	0
ENSG00000082556.14	0
ENSG00000082684.16	1
ENSG00000082929.8	1
ENSG00000083067.26	0
ENSG00000083307.12	5
ENSG00000083622.8	0
ENSG00000083782.8	0
ENSG00000084110.11	9
ENSG00000084453.17	0
ENSG00000084628.10	26
ENSG00000084674.15	0
ENSG00000084734.9	34
ENSG00000085265.12	0
ENSG00000085552.18	25
ENSG00000085563.15	0
ENSG00000085741.14	5
ENSG00000086205.18	14
ENSG00000086570.13	0
ENSG00000086696.11	0
ENSG00000086717.19	74
ENSG00000086967.10	0
ENSG00000086991.13	0
ENSG00000087085.16	5
ENSG00000087116.17	0
ENSG00000087128.10	0
ENSG00000087237.12	0
ENSG00000087250.9	3
ENSG00000087301.9	209
ENSG00000087495.17	0
ENSG00000087589.17	0
ENSG00000088053.11	0
ENSG00000088320.4	0
ENSG00000088340.17	93
ENSG00000088386.17	9
ENSG00000088726.16	2
ENSG00000088756.13	1
ENSG00000088782.5	0
ENSG00000088827.14	0
ENSG00000088882.8	0
ENSG00000088899.16	152
ENSG00000088926.15	0
ENSG00000089012.14	0
ENSG00000089041.17	0
ENSG00000089116.4	0
ENSG00000089163.4	12
ENSG00000089169.15	6
ENSG00000089225.20	0
ENSG00000089250.20	0
ENSG00000089472.18	0
ENSG00000089558.9	10
ENSG00000089847.13	8
ENSG00000090238.12	38
ENSG00000090402.8	0
ENSG00000090534.20	0
ENSG00000090539.16	5
ENSG00000090659.18	0
ENSG00000090661.12	95
ENSG00000091128.13	17
ENSG00000091137.14	6
ENSG00000091138.13	0
ENSG00000091428.18	109
ENSG00000091482.8	16
ENSG00000091592.17	1
ENSG00000091656.19	160
ENSG00000091664.9	0
ENSG00000091704.10	0
ENSG00000091972.18	0
ENSG00000092054.13	0
ENSG00000092067.7	0
ENSG00000092068.21	0
ENSG00000092345.14	0
ENSG00000092377.15	1
ENSG00000092421.17	1
ENSG00000092607.15	2
ENSG00000092850.12	1
ENSG00000093072.19	1
ENSG00000093134.17	0
ENSG00000094661.3	0
ENSG00000094755.17	2
ENSG00000094796.5	0
ENSG00000094963.14	0
ENSG00000095110.9	0
ENSG00000095370.20	2
ENSG00000095397.17	51
ENSG00000095587.9	0
ENSG00000095596.12	17
ENSG00000095627.10	0
ENSG00000095637.23	85
ENSG00000095713.14	1
ENSG00000095777.17	0
ENSG00000095917.14	0
ENSG00000095970.17	0
ENSG00000095981.11	0
ENSG00000096006.12	0
ENSG00000096088.16	0
ENSG00000096264.14	0
ENSG00000096395.11	0
ENSG00000096654.16	143
ENSG00000097096.10	133
ENSG00000099139.14	69
ENSG00000099338.23	19
ENSG00000099399.6	37
ENSG00000099617.4	37
ENSG00000099721.16	0
ENSG00000099725.14	251
ENSG00000099834.19	2
ENSG00000099985.4	0
ENSG00000099998.19	7
ENSG00000100012.12	1
ENSG00000100055.21	0
ENSG00000100060.18	70
ENSG00000100078.4	1
ENSG00000100095.19	0
ENSG00000100121.14	0
ENSG00000100122.7	0
ENSG00000100167.21	49
ENSG00000100170.10	0
ENSG00000100181.23	0
ENSG00000100191.6	0
ENSG00000100206.11	71
ENSG00000100234.12	0
ENSG00000100249.5	0
ENSG00000100253.13	0
ENSG00000100271.17	47
ENSG00000100276.10	15
ENSG00000100285.10	2
ENSG00000100290.3	15
ENSG00000100298.16	0
ENSG00000100302.7	9
ENSG00000100341.13	0
ENSG00000100346.18	17
ENSG00000100351.17	1
ENSG00000100354.21	559
ENSG00000100362.13	0
ENSG00000100365.16	0
ENSG00000100368.15	0
ENSG00000100373.10	0
ENSG00000100427.16	0
ENSG00000100433.16	1
ENSG00000100448.4	0
ENSG00000100450.13	0
